"termino_espanol","termino_ingles","emotion","valence","arousal","dominance","nivel_arousal"
"honestidad","honesty","trust","0.876","-0.178","0.456","medio"
"honesto","honest","anger","0.854","-0.492","0.5","bajo"
"honesto","honest","disgust","0.854","-0.492","0.5","bajo"
"honesto","honest","fear","0.854","-0.492","0.5","bajo"
"honesto","honest","joy","0.854","-0.492","0.5","bajo"
"honesto","honest","sadness","0.854","-0.492","0.5","bajo"
"honesto","honest","trust","0.854","-0.492","0.5","bajo"
"hongo","fungus","disgust","-0.224","-0.326","-0.654","medio"
"honor","honor","trust","0.792","0.174","0.714","medio"
"honorable","honorable","trust","0.926","-0.176","0.66","medio"
"horca","gallows","anger","-0.666","0.424","-0.156","alto"
"horca","gallows","fear","-0.666","0.424","-0.156","alto"
"horca","gallows","sadness","-0.666","0.424","-0.156","alto"
"horda","horde","surprise","-0.428","0.426","0.368","alto"
"horizonte","horizon","anticipation","0.458","-0.432","0.18","bajo"
"horno","furnace","anger","-0.142","0.058","0","medio"
"horóscopo","horoscope","anticipation","0","-0.28","-0.02","medio"
"horrendo","horrific","anger","-0.812","0.692","-0.038","alto"
"horrendo","horrific","disgust","-0.812","0.692","-0.038","alto"
"horrendo","horrific","fear","-0.812","0.692","-0.038","alto"
"horrendo","horrific","sadness","-0.812","0.692","-0.038","alto"
"horrible","horrible","anger","-0.858","0.714","-0.204","alto"
"horrible","awful","anger","-0.878","0.572","-0.1","alto"
"horrible","terrible","anger","-0.878","0.698","0.208","alto"
"horrible","horrid","anger","-0.896","0.53","-0.162","alto"
"horrible","horrible","disgust","-0.858","0.714","-0.204","alto"
"horrible","ghastly","disgust","-0.75","0.58","-0.056","alto"
"horrible","terrible","disgust","-0.878","0.698","0.208","alto"
"horrible","gruesome","disgust","-0.812","0.674","-0.052","alto"
"horrible","horrid","disgust","-0.896","0.53","-0.162","alto"
"horrible","awful","disgust","-0.878","0.572","-0.1","alto"
"horrible","hideous","disgust","-0.818","0.5","-0.344","alto"
"horrible","horrible","fear","-0.858","0.714","-0.204","alto"
"horrible","terrible","fear","-0.878","0.698","0.208","alto"
"horrible","hideous","fear","-0.818","0.5","-0.344","alto"
"horrible","ghastly","fear","-0.75","0.58","-0.056","alto"
"horrible","horrid","fear","-0.896","0.53","-0.162","alto"
"horrible","awful","fear","-0.878","0.572","-0.1","alto"
"horrible","horrid","sadness","-0.896","0.53","-0.162","alto"
"horrible","hideous","sadness","-0.818","0.5","-0.344","alto"
"horrible","terrible","sadness","-0.878","0.698","0.208","alto"
"horrible","awful","sadness","-0.878","0.572","-0.1","alto"
"horripilante","horrifying","disgust","-0.99","0.481","-0.407","alto"
"horripilante","horrifying","fear","-0.99","0.481","-0.407","alto"
"horripilante","horrifying","sadness","-0.99","0.481","-0.407","alto"
"horror","horror","anger","-0.77","0.7","-0.124","alto"
"horror","horror","disgust","-0.77","0.7","-0.124","alto"
"horror","horror","fear","-0.77","0.7","-0.124","alto"
"horror","horror","sadness","-0.77","0.7","-0.124","alto"
"horror","horror","surprise","-0.77","0.7","-0.124","alto"
"horrores","horrors","fear","-0.878","0.704","-0.182","alto"
"horrores","horrors","sadness","-0.878","0.704","-0.182","alto"
"horrorizado","horrified","fear","-0.92","0.77","-0.264","alto"
"horrorosamente","dreadfully","disgust","-0.508","0.612","-0.388","alto"
"horrorosamente","dreadfully","fear","-0.508","0.612","-0.388","alto"
"horrorosamente","dreadfully","sadness","-0.508","0.612","-0.388","alto"
"horrorosamente","dreadfully","surprise","-0.508","0.612","-0.388","alto"
"horroroso","harrowing","fear","-0.582","0.62","-0.052","alto"
"hosco","sullen","anger","-0.5","-0.186","-0.474","medio"
"hosco","surly","anger","-0.613","0.255","-0.174","medio"
"hosco","surly","disgust","-0.613","0.255","-0.174","medio"
"hosco","sullen","sadness","-0.5","-0.186","-0.474","medio"
"hospicio","hospice","sadness","-0.326","-0.114","0.07","medio"
"hospital","hospital","fear","-0.354","0.074","0.196","medio"
"hospital","hospital","sadness","-0.354","0.074","0.196","medio"
"hospital","hospital","trust","-0.354","0.074","0.196","medio"
"hostil","hostile","anger","-0.624","0.754","-0.052","alto"
"hostil","inimical","anger","-0.48","0.646","0.112","alto"
"hostil","hostile","disgust","-0.624","0.754","-0.052","alto"
"hostil","hostile","fear","-0.624","0.754","-0.052","alto"
"hostil","inimical","sadness","-0.48","0.646","0.112","alto"
"hostilidad","hostility","anger","-0.756","0.55","-0.07","alto"
"hostilidad","hostility","disgust","-0.756","0.55","-0.07","alto"
"hostilidades","hostilities","anger","-0.448","0.62","-0.112","alto"
"hostilidades","hostilities","fear","-0.448","0.62","-0.112","alto"
"hueco","hollow","sadness","-0.4","-0.326","-0.556","medio"
"Huelga","strike","anger","-0.458","0.622","0.142","alto"
"huérfano","orphan","fear","-0.734","-0.224","-0.72","medio"
"huérfano","orphan","sadness","-0.734","-0.224","-0.72","medio"
"huir","flee","fear","-0.416","0.592","-0.536","alto"
"huir","runaway","sadness","-0.458","0.54","-0.196","alto"
"humanidad","humanity","joy","0.5","-0.28","0.454","medio"
"humanidad","humanity","trust","0.5","-0.28","0.454","medio"
"humanitario","humanitarian","anticipation","0.572","-0.366","0.418","bajo"
"humanitario","humanitarian","joy","0.572","-0.366","0.418","bajo"
"humanitario","humanitarian","surprise","0.572","-0.366","0.418","bajo"
"humanitario","humanitarian","trust","0.572","-0.366","0.418","bajo"
"húmedo","dank","disgust","-0.22","-0.238","-0.234","medio"
"humildad","humility","trust","0.48","-0.764","-0.112","bajo"
"humilde","humble","disgust","0.734","-0.528","-0.034","bajo"
"humilde","lowly","sadness","0.124","-0.412","-0.166","bajo"
"humilde","humble","sadness","0.734","-0.528","-0.034","bajo"
"humillación","derogation","anger","-0.584","-0.08","-0.346","medio"
"humillación","humiliation","disgust","-0.904","0.424","-0.38","alto"
"humillación","derogation","disgust","-0.584","-0.08","-0.346","medio"
"humillación","derogation","fear","-0.584","-0.08","-0.346","medio"
"humillación","derogation","sadness","-0.584","-0.08","-0.346","medio"
"humillación","humiliation","sadness","-0.904","0.424","-0.38","alto"
"humillado","humbled","sadness","-0.44","0.236","-0.604","medio"
"humillante","humiliating","disgust","-0.876","0.432","-0.442","alto"
"humillar","humiliate","anger","-0.896","0.428","-0.45","alto"
"humillar","humiliate","sadness","-0.896","0.428","-0.45","alto"
"humorístico","humorous","joy","0.812","0.232","0.33","medio"
"hundido","sunk","disgust","-0.708","0.062","-0.63","medio"
"hundido","sunk","fear","-0.708","0.062","-0.63","medio"
"hundido","sunk","sadness","-0.708","0.062","-0.63","medio"
"hundimiento","sag","fear","-0.694","0.156","-0.11","medio"
"hundimiento","subsidence","sadness","-0.36","0.018","-0.096","medio"
"huracán","hurricane","fear","-0.646","0.91","0.427","alto"
"Hurra","hurrah","joy","0.604","0.48","0","alto"
"hurto","shoplifting","anger","-0.696","0.666","-0.118","alto"
"hurto","shoplifting","disgust","-0.696","0.666","-0.118","alto"
"hurto","larceny","disgust","-0.456","0.642","-0.092","alto"
"huyó","fled","fear","-0.552","0.278","-0.356","medio"
"ictericia","jaundice","fear","-0.572","-0.04","-0.29","medio"
"Idea equivocada","misconception","anger","-0.58","0.114","-0.418","medio"
"Idea equivocada","misconception","disgust","-0.58","0.114","-0.418","medio"
"Idea equivocada","misconception","fear","-0.58","0.114","-0.418","medio"
"idiota","idiotic","anger","-0.792","0.24","-0.66","medio"
"idiota","idiotic","disgust","-0.792","0.24","-0.66","medio"
"idiotez","idiocy","anger","-0.776","0.27","-0.843","medio"
"idiotez","idiocy","disgust","-0.776","0.27","-0.843","medio"
"idiotez","idiocy","sadness","-0.776","0.27","-0.843","medio"
"idolatría","idolatry","disgust","-0.27","0.142","0.25","medio"
"idolatría","idolatry","fear","-0.27","0.142","0.25","medio"
"iglesia","church","anticipation","0.416","-0.604","0.22","bajo"
"iglesia","church","joy","0.416","-0.604","0.22","bajo"
"iglesia","church","trust","0.416","-0.604","0.22","bajo"
"ignorado","disregarded","disgust","-0.48","-0.084","-0.434","medio"
"ignorante","ignorant","disgust","-0.796","-0.078","-0.554","medio"
"igualdad","equality","joy","0.838","-0.39","0.432","bajo"
"igualdad","equality","trust","0.838","-0.39","0.432","bajo"
"ilegal","unlawful","anger","-0.812","0.518","-0.196","alto"
"ilegal","illegal","anger","-0.878","0.574","-0.326","alto"
"ilegal","wrongful","anger","-0.796","0.36","-0.306","alto"
"ilegal","wrongful","disgust","-0.796","0.36","-0.306","alto"
"ilegal","illegal","disgust","-0.878","0.574","-0.326","alto"
"ilegal","unlawful","disgust","-0.812","0.518","-0.196","alto"
"ilegal","unlawful","fear","-0.812","0.518","-0.196","alto"
"ilegal","illegal","fear","-0.878","0.574","-0.326","alto"
"ilegal","wrongful","sadness","-0.796","0.36","-0.306","alto"
"ilegal","unlawful","sadness","-0.812","0.518","-0.196","alto"
"ilegal","illegal","sadness","-0.878","0.574","-0.326","alto"
"ilegalidad","illegality","anger","-0.812","0.27","-0.146","medio"
"ilegalidad","illegality","disgust","-0.812","0.27","-0.146","medio"
"ilegalidad","illegality","fear","-0.812","0.27","-0.146","medio"
"ilegítimo","illegitimate","anger","-0.632","0.288","-0.396","medio"
"ilegítimo","illegitimate","disgust","-0.632","0.288","-0.396","medio"
"ilegítimo","illegitimate","fear","-0.632","0.288","-0.396","medio"
"ilegítimo","illegitimate","sadness","-0.632","0.288","-0.396","medio"
"ilegítimo","illegitimate","surprise","-0.632","0.288","-0.396","medio"
"ilícito","illicit","anger","-0.624","0.588","-0.22","alto"
"ilícito","illicit","disgust","-0.624","0.588","-0.22","alto"
"ilícito","illicit","fear","-0.624","0.588","-0.22","alto"
"iluminación","illumination","joy","0.52","0.176","0.074","medio"
"iluminación","enlightenment","joy","0.674","0.098","0.238","medio"
"iluminación","illumination","surprise","0.52","0.176","0.074","medio"
"iluminación","enlightenment","trust","0.674","0.098","0.238","medio"
"iluminación","illumination","trust","0.52","0.176","0.074","medio"
"iluminar","illuminate","anticipation","0.81","0.292","0.564","medio"
"iluminar","illuminate","joy","0.81","0.292","0.564","medio"
"iluminar","enlighten","joy","0.458","0.098","0.334","medio"
"iluminar","illuminate","surprise","0.81","0.292","0.564","medio"
"iluminar","enlighten","trust","0.458","0.098","0.334","medio"
"imán","magnet","trust","0.142","-0.364","0.106","bajo"
"imbécil","jerk","anger","-0.612","0.26","-0.524","medio"
"imbécil","jerk","surprise","-0.612","0.26","-0.524","medio"
"imitador","copycat","anger","-0.102","0.16","-0.114","medio"
"imitador","copycat","disgust","-0.102","0.16","-0.114","medio"
"impaciente","impatient","anticipation","-0.5","0.416","-0.142","alto"
"imparcial","impartial","trust","0.062","-0.188","0.37","medio"
"imparcialidad","impartiality","trust","0.244","-0.212","0.232","medio"
"impartir","impart","trust","0.042","-0.118","0.388","medio"
"impecable","faultless","trust","0.584","0","0.482","medio"
"impecable","impeccable","trust","0.666","-0.26","0.648","medio"
"impenetrable","impenetrable","trust","0.062","0.154","0.678","medio"
"impermeable","impermeable","anger","0.02","-0.384","0.116","bajo"
"impermeable","impermeable","fear","0.02","-0.384","0.116","bajo"
"impío","godless","anger","-0.368","0.114","-0.284","medio"
"impío","unholy","fear","-0.346","0.12","-0.11","medio"
"impío","ungodly","sadness","-0.408","-0.154","-0.224","medio"
"implacable","unforgiving","anger","-0.188","0.26","0.586","medio"
"implacable","ruthless","anger","-0.649","0.704","0.926","alto"
"implacable","ruthless","disgust","-0.649","0.704","0.926","alto"
"implacable","ruthless","fear","-0.649","0.704","0.926","alto"
"implacable","unforgiving","sadness","-0.188","0.26","0.586","medio"
"implicar","implicate","anger","-0.5","0.34","-0.132","alto"
"imponente","towering","anticipation","0","0.38","0.612","alto"
"imponente","towering","fear","0","0.38","0.612","alto"
"impopular","unpopular","disgust","-0.854","-0.118","-0.672","medio"
"impopular","unpopular","sadness","-0.854","-0.118","-0.672","medio"
"importancia","importance","anticipation","0.5","0.16","0.728","medio"
"importante","important","trust","0.654","0.26","0.672","medio"
"importante","relevant","trust","0.438","0.216","0.528","medio"
"imposibilitar","preclude","anger","-0.334","0.104","-0.166","medio"
"imposible","impossible","sadness","-0.694","0.02","-0.186","medio"
"imposición","infliction","fear","-0.396","0.444","0.142","alto"
"imposición","infliction","sadness","-0.396","0.444","0.142","alto"
"impostor","sham","anger","-0.292","0.204","-0.21","medio"
"impostor","sham","disgust","-0.292","0.204","-0.21","medio"
"impotencia","impotence","anger","-0.604","0.378","-0.552","alto"
"impotencia","impotence","fear","-0.604","0.378","-0.552","alto"
"impotencia","helplessness","fear","-0.826","-0.04","-0.5","medio"
"impotencia","impotence","sadness","-0.604","0.378","-0.552","alto"
"impotencia","helplessness","sadness","-0.826","-0.04","-0.5","medio"
"impotente","powerless","anger","-0.75","0.177","-0.344","medio"
"impotente","powerless","disgust","-0.75","0.177","-0.344","medio"
"impotente","powerless","fear","-0.75","0.177","-0.344","medio"
"impotente","powerless","sadness","-0.75","0.177","-0.344","medio"
"impredecible","unpredictable","surprise","-0.142","0.538","0.03","alto"
"impresionable","impressionable","trust","0.654","0.44","0.29","alto"
"imprevisto","unforeseen","surprise","-0.49","0.428","0","alto"
"improvisación","improvisation","surprise","0.262","0.624","0.058","alto"
"improvisar","improvise","anticipation","0.292","0.3","0.038","medio"
"improvisar","improvise","surprise","0.292","0.3","0.038","medio"
"imprudencia","recklessness","anger","-0.416","0.526","-0.24","alto"
"imprudencia","recklessness","disgust","-0.416","0.526","-0.24","alto"
"imprudencia","recklessness","fear","-0.416","0.526","-0.24","alto"
"imprudencia","recklessness","surprise","-0.416","0.526","-0.24","alto"
"imprudente","reckless","anger","-0.476","0.576","-0.442","alto"
"imprudente","reckless","fear","-0.476","0.576","-0.442","alto"
"imprudente","imprudent","sadness","-0.66","0.352","-0.47","alto"
"impuesto","cess","disgust","-0.146","-0.25","-0.188","medio"
"impuesto","tax","sadness","-0.48","-0.038","0.068","medio"
"impulso","momentum","anticipation","0.326","0.5","0.376","alto"
"impureza","impurity","disgust","-0.654","0.092","-0.388","medio"
"impuro","impure","disgust","-0.48","0.12","-0.584","medio"
"inaceptable","unacceptable","sadness","-0.734","-0.042","-0.34","medio"
"inadecuado","inappropriate","anger","-0.73","0.084","-0.294","medio"
"inadecuado","inappropriate","disgust","-0.73","0.084","-0.294","medio"
"inadecuado","inadequate","sadness","-0.756","-0.1","-0.554","medio"
"inadecuado","inappropriate","sadness","-0.73","0.084","-0.294","medio"
"inadmisible","inadmissible","anger","-0.624","0.272","-0.222","medio"
"inadmisible","inadmissible","disgust","-0.624","0.272","-0.222","medio"
"inaguantable","unbearable","disgust","-0.75","0.596","-0.106","alto"
"inaguantable","unbearable","sadness","-0.75","0.596","-0.106","alto"
"inalámbrica","wireless","anger","0.27","-0.112","0.074","medio"
"inalámbrica","wireless","anticipation","0.27","-0.112","0.074","medio"
"inalámbrica","wireless","surprise","0.27","-0.112","0.074","medio"
"inalcanzable","unattainable","anger","-0.56","0.27","0.142","medio"
"inalcanzable","unattainable","sadness","-0.56","0.27","0.142","medio"
"inamovible","immovable","trust","-0.04","-0.38","0.142","bajo"
"inanición","starvation","fear","-0.52","0.184","-0.432","medio"
"inanición","starvation","sadness","-0.52","0.184","-0.432","medio"
"inatención","inattention","anger","-0.584","-0.134","-0.624","medio"
"inauguración","inauguration","anticipation","0.694","0.424","0.538","alto"
"inauguración","inauguration","joy","0.694","0.424","0.538","alto"
"inauguración","inauguration","trust","0.694","0.424","0.538","alto"
"inaugural","inaugural","anticipation","0.368","0.134","0.216","medio"
"incalculable","untold","anticipation","-0.52","-0.266","-0.618","medio"
"incapacidad","inability","sadness","-0.7","0.058","-0.5","medio"
"incapaz","unable","sadness","-0.736","-0.082","-0.614","medio"
"Incapaz","notable","joy","0.52","-0.1","0.392","medio"
"Incapaz","notable","trust","0.52","-0.1","0.392","medio"
"incendiario","incendiary","anger","-0.438","0.62","0.196","alto"
"incendiario","incendiary","fear","-0.438","0.62","0.196","alto"
"incendiario","incendiary","surprise","-0.438","0.62","0.196","alto"
"incendio forestal","wildfire","fear","-0.72","0.858","0.104","alto"
"incendio forestal","wildfire","sadness","-0.72","0.858","0.104","alto"
"incendio forestal","wildfire","surprise","-0.72","0.858","0.104","alto"
"incendio provocado","arson","anger","-0.734","0.808","0.134","alto"
"incendio provocado","arson","fear","-0.734","0.808","0.134","alto"
"incesto","incest","anger","-0.854","0.706","-0.018","alto"
"incesto","incest","disgust","-0.854","0.706","-0.018","alto"
"incesto","incest","fear","-0.854","0.706","-0.018","alto"
"incesto","incest","sadness","-0.854","0.706","-0.018","alto"
"incestuoso","incestuous","disgust","-0.624","0.472","-0.116","alto"
"incidente","incident","surprise","-0.832","0.324","-0.036","medio"
"incienso","incense","anger","0.396","-0.45","-0.344","bajo"
"incierto","uncertain","anger","-0.274","0","-0.672","medio"
"incierto","uncertain","disgust","-0.274","0","-0.672","medio"
"incierto","uncertain","fear","-0.274","0","-0.672","medio"
"incierto","uncertain","surprise","-0.274","0","-0.672","medio"
"incitar","incite","anger","-0.102","0.472","0.284","alto"
"incitar","incite","anticipation","-0.102","0.472","0.284","alto"
"incitar","incite","fear","-0.102","0.472","0.284","alto"
"inclinación","incline","trust","-0.02","-0.154","-0.31","medio"
"inclusión","inclusion","trust","0.548","-0.192","0.424","medio"
"incómodo","cumbersome","sadness","-0.482","0.246","-0.416","medio"
"incompatible","incompatible","anger","-0.608","0","-0.38","medio"
"incompatible","incompatible","disgust","-0.608","0","-0.38","medio"
"incompatible","incompatible","sadness","-0.608","0","-0.38","medio"
"incompetente","incompetent","anger","-0.734","0.132","-0.522","medio"
"incompetente","incompetent","sadness","-0.734","0.132","-0.522","medio"
"inconcebible","unthinkable","anger","-0.27","-0.04","-0.038","medio"
"inconcebible","unthinkable","disgust","-0.27","-0.04","-0.038","medio"
"inconcebible","unthinkable","fear","-0.27","-0.04","-0.038","medio"
"inconfirmado","unverified","anticipation","-0.572","-0.27","-0.57","medio"
"incongruente","incongruous","anger","-0.646","0.008","-0.314","medio"
"inconsecuente","inconsequential","sadness","-0.584","-0.04","-0.512","medio"
"incontestable","unquestioned","trust","0.124","0.018","0.492","medio"
"incontinencia","incontinence","surprise","-0.7","0.196","-0.456","medio"
"incontrolable","uncontrollable","anger","-0.47","0.58","0.252","alto"
"incontrolable","uncontrollable","anticipation","-0.47","0.58","0.252","alto"
"incontrolable","uncontrollable","surprise","-0.47","0.58","0.252","alto"
"inconveniente","inconvenient","anger","-0.552","0.22","-0.25","medio"
"inconveniente","inconvenient","disgust","-0.552","0.22","-0.25","medio"
"inconveniente","inconvenient","sadness","-0.552","0.22","-0.25","medio"
"incorpóreo","disembodied","fear","-0.666","0.24","-0.176","medio"
"incorpóreo","disembodied","sadness","-0.666","0.24","-0.176","medio"
"incorrectamente","wrongly","anger","-0.892","0.1","-0.596","medio"
"incorrectamente","wrongly","fear","-0.892","0.1","-0.596","medio"
"incorrectamente","wrongly","sadness","-0.892","0.1","-0.596","medio"
"incrédulo","incredulous","anger","-0.428","0.02","-0.462","medio"
"incrédulo","incredulous","disgust","-0.428","0.02","-0.462","medio"
"incriminación","incrimination","fear","-0.696","0.73","0.09","alto"
"incriminación","incrimination","sadness","-0.696","0.73","0.09","alto"
"íncubo","incubus","disgust","-0.084","0.058","-0.036","medio"
"íncubo","incubus","fear","-0.084","0.058","-0.036","medio"
"incuestionable","unquestionable","trust","-0.062","-0.1","0.686","medio"
"incuestionablemente","unquestionably","trust","0","0.26","0.5","medio"
"incumplido","unfulfilled","anger","-0.649","-0.148","-0.464","medio"
"incumplido","unfulfilled","anticipation","-0.649","-0.148","-0.464","medio"
"incumplido","unfulfilled","sadness","-0.649","-0.148","-0.464","medio"
"incumplido","unfulfilled","surprise","-0.649","-0.148","-0.464","medio"
"incumplimiento","noncompliance","anger","-0.776","0.196","-0.482","medio"
"incumplimiento","noncompliance","anticipation","-0.776","0.196","-0.482","medio"
"incumplimiento","noncompliance","fear","-0.776","0.196","-0.482","medio"
"incumplimiento","noncompliance","sadness","-0.776","0.196","-0.482","medio"
"incurable","incurable","anger","-0.792","0.334","-0.49","alto"
"incurable","incurable","disgust","-0.792","0.334","-0.49","alto"
"incurable","incurable","fear","-0.792","0.334","-0.49","alto"
"incurable","incurable","sadness","-0.792","0.334","-0.49","alto"
"incursión","foray","anger","-0.164","0.236","0.352","medio"
"incursión","incursion","fear","0.104","0.66","0.438","alto"
"indecencia","indecency","anger","-0.73","0.34","-0.018","alto"
"indecencia","indecency","disgust","-0.73","0.34","-0.018","alto"
"indecente","indecent","disgust","-0.834","0.366","-0.52","alto"
"indecible","unspeakable","fear","-0.346","0.134","-0.214","medio"
"indeciso","undecided","anticipation","-0.428","-0.134","-0.746","medio"
"indeciso","undecided","fear","-0.428","-0.134","-0.746","medio"
"indefendible","indefensible","fear","-0.654","0.294","-0.032","medio"
"indefenso","defenseless","fear","-0.714","-0.286","-0.895","medio"
"indefenso","helpless","fear","-0.792","-0.16","-0.572","medio"
"indefenso","defenseless","sadness","-0.714","-0.286","-0.895","medio"
"indefenso","helpless","sadness","-0.792","-0.16","-0.572","medio"
"indeleble","indelible","trust","-0.02","-0.326","0.182","medio"
"indemnidad","indemnity","trust","-0.06","0.214","0.384","medio"
"independencia","independence","anticipation","0.792","0.326","0.822","medio"
"independencia","independence","joy","0.792","0.326","0.822","medio"
"independencia","independence","surprise","0.792","0.326","0.822","medio"
"independencia","independence","trust","0.792","0.326","0.822","medio"
"indeseable","undesirable","anger","-0.646","0.288","-0.48","medio"
"indeseable","undesirable","disgust","-0.646","0.288","-0.48","medio"
"indeseable","undesirable","fear","-0.646","0.288","-0.48","medio"
"indeseable","undesirable","sadness","-0.646","0.288","-0.48","medio"
"indestructible","indestructible","trust","0.544","0.462","0.706","alto"
"indiferencia","indifference","anger","-0.47","-0.166","-0.402","medio"
"indiferencia","indifference","disgust","-0.47","-0.166","-0.402","medio"
"indiferencia","indifference","fear","-0.47","-0.166","-0.402","medio"
"indiferencia","indifference","sadness","-0.47","-0.166","-0.402","medio"
"indiferente","uncaring","anger","-0.646","-0.51","-0.358","bajo"
"indiferente","uncaring","disgust","-0.646","-0.51","-0.358","bajo"
"indiferente","uncaring","sadness","-0.646","-0.51","-0.358","bajo"
"indigente","destitute","fear","-0.74","-0.098","-0.556","medio"
"indigente","destitute","sadness","-0.74","-0.098","-0.556","medio"
"Indignacion","outrage","anger","-0.88","0.378","0.084","alto"
"Indignacion","outrage","disgust","-0.88","0.378","0.084","alto"
"indignación","indignation","anger","-0.654","0.556","-0.138","alto"
"indignación","indignation","disgust","-0.654","0.556","-0.138","alto"
"indignado","indignant","anger","-0.48","0.2","-0.154","medio"
"indignante","outrageous","surprise","-0.694","0.89","0.426","alto"
"indigno de","unworthy","disgust","-0.612","-0.134","-0.548","medio"
"indigno de confianza","untrustworthy","anger","-0.903","-0.051","-0.602","medio"
"indispuesto","unwell","sadness","-0.714","0.28","-0.558","medio"
"indivisible","indivisible","trust","0.292","-0.204","0.16","medio"
"indomable","indomitable","fear","-0.084","0.6","0.66","alto"
"indudable","doubtless","trust","0.376","-0.17","0.378","medio"
"indulgente","forgiving","trust","0.77","-0.366","0.112","bajo"
"inédito","unpublished","anticipation","-0.188","-0.04","-0.038","medio"
"inédito","unpublished","sadness","-0.188","-0.04","-0.038","medio"
"ineficacia","inefficiency","disgust","-0.816","-0.068","-0.638","medio"
"ineficacia","inefficiency","sadness","-0.816","-0.068","-0.638","medio"
"ineficaz","ineffectual","disgust","-0.674","-0.176","-0.6","medio"
"ineficiente","inefficient","sadness","-0.62","-0.08","-0.654","medio"
"ineptitud","ineptitude","disgust","-0.646","-0.058","-0.5","medio"
"ineptitud","ineptitude","fear","-0.646","-0.058","-0.5","medio"
"ineptitud","ineptitude","sadness","-0.646","-0.058","-0.5","medio"
"inepto","inept","anger","-0.688","-0.164","-0.582","medio"
"inepto","inept","disgust","-0.688","-0.164","-0.582","medio"
"inequívoco","unequivocal","trust","0.208","-0.17","0.23","medio"
"inesperadamente","unexpectedly","surprise","-0.292","0.518","-0.076","alto"
"inesperado","unexpected","anticipation","0","0.44","-0.334","alto"
"inesperado","unexpected","fear","0","0.44","-0.334","alto"
"inesperado","unexpected","joy","0","0.44","-0.334","alto"
"inesperado","unanticipated","surprise","-0.49","0.55","-0.346","alto"
"inesperado","unexpected","surprise","0","0.44","-0.334","alto"
"inestabilidad","instability","disgust","-0.646","0.52","-0.294","alto"
"inestabilidad","instability","fear","-0.646","0.52","-0.294","alto"
"inestable","unsettled","anger","-0.625","0.481","-0.627","alto"
"inestable","unsettled","disgust","-0.625","0.481","-0.627","alto"
"inestable","unstable","fear","-0.666","0.174","-0.7","medio"
"inestable","unsteady","fear","-0.756","0","-0.62","medio"
"inestable","unsettled","fear","-0.625","0.481","-0.627","alto"
"inestable","unstable","surprise","-0.666","0.174","-0.7","medio"
"inexcusable","inexcusable","anger","-0.458","0.164","0.092","medio"
"inexcusable","inexcusable","disgust","-0.458","0.164","0.092","medio"
"inexcusable","inexcusable","sadness","-0.458","0.164","0.092","medio"
"inexplicable","unexplained","anticipation","-0.458","0.062","-0.302","medio"
"inexplicable","unaccountable","anticipation","-0.64","0.2","0.086","medio"
"inexplicable","unaccountable","disgust","-0.64","0.2","0.086","medio"
"inexplicable","unaccountable","sadness","-0.64","0.2","0.086","medio"
"inexplicable","unexplained","sadness","-0.458","0.062","-0.302","medio"
"inexplicable","inexplicable","surprise","-0.552","0.27","-0.114","medio"
"inexplicable","unaccountable","trust","-0.64","0.2","0.086","medio"
"infalibilidad","infallibility","trust","0.166","0.326","0.528","medio"
"infame","infamous","anger","-0.708","0.16","-0.056","medio"
"infame","infamous","disgust","-0.708","0.16","-0.056","medio"
"infame","infamous","fear","-0.708","0.16","-0.056","medio"
"infamia","infamy","sadness","-0.646","0.352","-0.158","alto"
"infancia","childhood","joy","0.73","-0.174","-0.386","medio"
"infanticidio","infanticide","anger","-0.833","0.712","-0.114","alto"
"infanticidio","infanticide","anticipation","-0.833","0.712","-0.114","alto"
"infanticidio","infanticide","disgust","-0.833","0.712","-0.114","alto"
"infanticidio","infanticide","fear","-0.833","0.712","-0.114","alto"
"infanticidio","infanticide","sadness","-0.833","0.712","-0.114","alto"
"infantil","infantile","anger","0.208","-0.236","-0.482","medio"
"infantil","infantile","disgust","0.208","-0.236","-0.482","medio"
"infarto","infarct","fear","-0.879","0.679","-0.354","alto"
"infarto","infarct","surprise","-0.879","0.679","-0.354","alto"
"infección","infection","fear","-0.834","0.47","-0.186","alto"
"infeccioso","infectious","disgust","-0.716","0.52","-0.156","alto"
"infeccioso","infectious","fear","-0.716","0.52","-0.156","alto"
"infeccioso","infectious","sadness","-0.716","0.52","-0.156","alto"
"infectar","infect","disgust","-0.796","0.554","-0.152","alto"
"infelicidad","unhappiness","sadness","-0.834","0.26","-0.556","medio"
"infeliz","unhappy","anger","-0.776","0","-0.536","medio"
"infeliz","unhappy","disgust","-0.776","0","-0.536","medio"
"infeliz","unhappy","sadness","-0.776","0","-0.536","medio"
"inferior","nether","anger","-0.52","-0.47","-0.482","bajo"
"inferior","nether","fear","-0.52","-0.47","-0.482","bajo"
"inferior","inferior","sadness","-0.48","-0.492","-0.894","bajo"
"inferior","nether","sadness","-0.52","-0.47","-0.482","bajo"
"infernal","hellish","anger","-0.75","0.72","0.09","alto"
"infernal","hellish","disgust","-0.75","0.72","0.09","alto"
"infernal","hellish","fear","-0.75","0.72","0.09","alto"
"infernal","hellish","sadness","-0.75","0.72","0.09","alto"
"infestación","infestation","disgust","-0.488","0.552","0.054","alto"
"infestación","infestation","fear","-0.488","0.552","0.054","alto"
"infidelidad","infidelity","anger","-0.876","0.554","-0.216","alto"
